ICO;DATVZN;DATZAN;ICOP;ICON;HLSKNACE;SKNACE;FORMA;DRVLST;USORG;SNU;KATP;KATP13;SIDKRJ;SIDOKR;SIDOBEC;TYPJ;ESU2010;NAZOV;SNAZOV;PRIEZ;MENO;TITPRED;TITZA;SIDUL;SIDSUPCISLO;SIDORCISLO;SIDPSC;SIDPOSTA
58416;23.01.1975;30.09.2001;;;46190;;501;4;21;101;0;999;SK032;SK032B;SK032B518158;9100;;MEDIKA, š.p. BRATISLAVA - odštepný závod 2, Zvolen    ODŠTEPNÝ ZÁVOD ZVOLEN;MEDIKA, š.p. BRATISLAVA - odštepný závod 2,;;;;;Divadelná;;4;96001;Zvolen 1
79171;01.09.1979;31.12.2500;;;85600;86909;321;4;20;610;6;999;SK042;SK0422;SK0422598151;1110;13110;Centrum pedagogicko-psychologického poradenstva a prevencie;Centrum ped.psych.poradenstva;Fazekasová;Eva;16;;Slovenskej jednoty;;29;04001;Košice 1
88706;01.11.1979;31.12.2003;;;;;321;4;20;610;0;999;SK041;SK0411;SK0411519006;1110;;Pedagogicko-psychologická poradňa;Pedagogicko-psychologická poradňa;;;;;Štefánikova;;8;08501;Bardejov 1
88714;25.02.1986;31.12.2500;00352659;;85321;"85322; 85100; 85200; 85590";321;4;20;610;12;999;SK042;SK0425;SK0425599913;1110;13110;Spojená škola, Opatovská cesta 101, Košice;Spojená škola, Opatovská cesta 101, Košice;Čabalová;Mária;17;;Opatovská cesta;;101;04001;Košice 1
89427;01.04.1980;13.04.2011;;;41209;;301;4;11;101;0;999;SK010;SK0103;SK0103529362;1100;;VOJENSKÉ STAVBY BRATISLAVA - štátny podnik v likvidácii;VOJENSKÉ STAVBY BRATISLAVA - š.p. v likv.;Náhlovský;Otakar;3;;Príjazdná;7;A;83107;Bratislava 36
111562;01.01.1986;31.12.2500;00228028;;87900;;321;4;20;610;11;999;SK031;SK0318;SK0318510998;1110;13110;Diagnostické centrum;Diagnostické centrum;Difko;Emanuel;16;;J. Jančeka;;32;03401;Ružomberok 1
111571;01.01.1986;31.12.2500;;;87900;;321;4;20;610;11;999;SK032;SK0328;SK0328515612;1110;13110;Reedukačné centrum;Reedukačné centrum;Maťaš;Tibor;6;;Mierová;;137;98201;Tornaľa
111589;01.01.1974;14.04.2000;;;;;321;4;65;610;0;999;SK031;SK0315;SK0315510262;1110;;Centrum voľného času;Centrum voľného času;;;;;Belopotockého;;1;03101;Liptovský Mikuláš 1
111597;31.03.1975;01.10.2015;;;72200;;321;4;99;610;0;999;SK042;SK0422;SK0422598186;1110;13110;Spoločenskovedný ústav Slovenskej akadémie vied;Spoločenskovedný ústav Slov. akadémie vied;Kentoš;Michal;16;53;Karpatská;;5;04001;Košice 1
111643;01.01.1975;01.05.2018;"00166766; 00596418";;72200;;321;4;99;610;0;999;SK042;SK0422;SK0422598151;1110;13110;Technicko-hospodárska správa ústavov SAV v Košiciach;Technicko - hospodárska správa ústavov SAV;Gajdošová;Glória;3;;Watsonova;1932;45;04353;Košice 1
117803;06.07.1981;31.08.2006;;;;;321;4;20;610;0;999;SK031;SK0317;SK0317509868;1110;;Špeciálna Základná škola internátna;Špeciálna Základná škola internátna;;;;;M.Urbana;160;45;02901;Námestovo
144428;01.01.1986;31.12.2016;;;85200;85100;321;4;20;610;0;999;SK041;SK0415;SK0415520471;1110;13110;Špeciálna základná škola s materskou školou internátna;Špeciálna základná škola s materskou školou;Capcara;Jozef;16;;Duchnovičova;;479;06801;Medzilaborce
149748;01.01.1975;31.12.2500;;437697;46150;;501;4;21;101;0;999;SK042;SK0425;SK0425599824;9100;11001;Medika, š.p., odštepný závod 3, Košice;Medika, š.p., odštepný závod 3, Košice;Palková;Magdaléna;;;Rastislavova;;;04165;Košice 1
149764;01.01.1975;24.09.2001;;;46150;;501;4;21;101;0;999;SK010;SK0103;SK0103529346;9100;;MEDIKA š.p., Bratislava závod 1;MEDIKA š.p., Bratislava závod 1;;;;;Bojnická;;10;82367;Bratislava 22
151491;01.01.1972;31.12.2500;;;84110;;321;4;99;610;25;999;SK010;SK0101;SK0101528595;1110;13110;Kancelária Národnej rady Slovenskej republiky;Kancelária Národnej rady Slovenskej republik;;;;;Nám. Alexandra  Dubčeka;;1;81280;Bratislava 1
151513;01.01.1972;31.12.2500;"00002895; 30865051";;84110;;321;4;3;610;25;999;SK010;SK0101;SK0101528595;1110;13110;Úrad vlády Slovenskej republiky;Úrad vlády Slovenskej republiky;Federič;Igor;1;;Nám.Slobody;;1;81370;Bratislava 1
151564;01.01.1976;31.12.2500;;;63110;;321;4;15;610;12;999;SK010;SK0101;SK0101528595;1110;13110;DataCentrum;DataCentrum;;;;;Cintorínska;;5;81488;Bratislava 1
151602;01.01.1972;31.12.2001;;;84110;;321;4;15;610;0;999;SK010;SK0101;SK0101528595;1110;;Správa pre veci majetkové SR;Správa pre veci majetkové SR;;;;;Cintorínska;;5;81617;Bratislava 1
151742;25.10.1991;31.12.2500;"00151602; 31750010; 36060178";;84110;;321;4;15;610;25;999;SK010;SK0101;SK0101528595;1110;13110;Ministerstvo financií Slovenskej republiky;Ministerstvo financií SR;Kažimír;Peter;1;;Štefanovičova;;5;81782;Bratislava 15
151858;01.12.1982;31.12.2012;;;85590;;331;4;12;610;0;999;SK010;SK0104;SK0104529389;1110;;Inštitút pre verejnú správu;Inštitút pre verejnú správu;Tvrdá;Milada;1;;M. Schneidra-Trnavského;1;A;84410;Bratislava 42
151866;01.05.1988;31.12.2500;"37906160; 00735671; 00735388; 00735841; 00735825; 00735850; 00735809; 37938053; 00801020; 37906321; 42114918; 37906267; 37961608; 37961454; 37961471; 37961462; 37916327; 37950339; 42059968; 37916343; 37847546; 42060826; 42059941; 42059925; 42059917; 30797306; 42059950; 00801089; 42059909; 42114951; 42114969; 42114942; 42114934; 42114926; 42114900; 42059933; 37827731; 35556838; 35556820; 37949527; 37905554; 37905562; 37862961; 37809369; 35556960; 37870173; 37836196; 37916351; 36071072; 30794561; 37808095; 36125474; 30810779; 00038695; 37860381; 30794579; 37938011; 37937944; 37916491; 37937898; 37961667; 35557087; 30794692; 35540249; 37847538; 37961276; 37847732; 37949900; 37949683; 37847660; 37847775; 31815545";;84110;"86210; 86230";321;4;12;610;38;999;SK010;SK0101;SK0101528595;1110;13110;Ministerstvo vnútra Slovenskej republiky;Ministerstvo vnútra SR;Kaliňák;Robert;3;;Pribinova;;2;81272;Bratislava 1
151882;01.05.1988;31.12.2500;00039691;164381;91010;;331;4;20;610;24;10;SK010;SK0101;SK0101528595;1110;13110;Centrum vedecko-technických informácií Slovenskej republiky;Centrum vedecko-technických informácií SR;Turňa;Ján;6;72;Lamačská cesta;8;A;81104;Bratislava 1
152030;01.07.1996;31.12.2500;;36005622;5200;;501;4;57;101;0;999;SK022;SK0227;SK0227513997;9100;11001;Hornonitrianske bane Prievidza, a.s. Baňa Handlová, odštepný závod;Hornonitr.bane Prievidza,a.s.Baňa Handlová;;;;;Štrajková;;1;97251;Handlová
152048;01.07.1996;01.01.2003;;;;;501;4;57;101;0;999;SK022;SK0227;SK0227513881;9100;;Hornonitrianske bane Prievidza, a.s. Baňa Cígeľ, odštepný závod;Hornonitr.bane Prievidza, a.s. Baňa Cígeľ;Skalický;Peter;1;;;;;97101;Prievidza 1
152064;01.07.1996;31.12.2500;;36005622;5200;;501;4;57;101;0;999;SK022;SK0227;SK0227514268;9100;11001;Hornonitrianske bane Prievidza a.s. Baňa Nováky, odštepný závod;Hornonitr.bane Prievidza a.s. Baňa Nováky;Gurský;Stanislav;1;;;;;97271;Nováky
152129;01.01.1977;01.11.1994;;;;;501;4;26;101;0;999;SK022;SK0227;SK0227514454;9100;;SEP - Elektrárne Nováky, koncernový podnik;SEP-Elektrárne Nováky,koncernový podnik;;;;;Zemianske  Kostoľany;;7;97243;Zemianske Kostoľany
152137;01.01.1977;01.11.1994;;;;;501;4;26;101;0;999;SK022;SK0229;SK0229505820;9100;;SEP - Vodné elektrárne, koncernový podnik;SEP- Vodné elektrárne,koncernový podnik;;;;;Hurbanova;1598;58;91169;Trenčín 1
152145;01.01.1977;01.11.1994;;;;;501;4;26;101;0;999;SK042;SK0427;SK0427543942;9100;;SEP - Elektrárne Vojany, koncernový podnik;SEP-Elektrárne Vojany, koncernový podnik;;;;;Vojany;;;07673;N/A
152153;03.09.1990;30.10.2001;;;;;301;4;26;101;0;999;SK010;SK0101;SK0101528595;1100;;Západoslovenské energetické závody, š.p.;Západoslovenské energetické závody, š.p.;Hlavatý;Anton;1;;Čulenova;;6;81647;Bratislava 1
152161;01.01.1977;31.12.2001;;;;"77390; 45200; 43130";301;4;26;101;0;999;SK031;SK031B;SK031B517402;1100;;Stredoslovenské  energetické  závody,  š.p. /SSE š.p. Žilina/;Stredoslovenské  energetické  závody,  š.p.;Rapšík;Miroslav;1;51;Republiky;;5;01047;Žilina 1
152170;01.01.1977;31.12.2001;;;;"77390; 45200; 46190; 56300";301;4;26;101;0;999;SK042;SK0422;SK0422598186;1100;;Východoslovenské energetické závody, štátny podnik, Košice;Východosl.energetické závody š.p. Košice;Böjtös;Jozef;1;;Mlynská;;31;04291;Košice 1
152285;01.05.1988;31.12.2500;;686832;72190;;301;4;26;101;0;999;SK010;SK0102;SK0102529320;1110;13110;Ústav technológie a racionalizácie, štátny podnik v likvidácii;Ústav technológie a racional.š.p. v likv.;Rózsa;PhDr. Zoltán;71;53;Bratislava;;;82613;Bratislava 29
152331;01.01.1991;12.02.2005;;;28210;;121;4;57;101;0;999;SK023;SK0237;SK0237500968;1100;11001;CALEX Zlaté Moravce, a.s.;CALEX Zlaté Moravce, a.s.;Podoba;Jozef;1;;Továrenská;;49;95336;Zlaté Moravce 1
152340;01.05.1988;31.12.2500;00686832;;27400;46190;121;4;57;101;0;999;SK023;SK0234;SK0234503011;1110;13110;Elektrosvit Nové Zámky, a.s.;Elektrosvit Nové Zámky, a.s.;Oláh;Roman;;;Komárňanská cesta;;3;94037;Nové Zámky 1
152358;01.05.1988;10.08.1998;;;;;301;4;26;101;0;999;SK032;SK0326;SK0326511391;1100;;Kovosmalt, š.p. v likvidácii;Kovosmalt, š.p. v likvidácii;;;;;Šávolská;1;323;98611;Fiľakovo
152510;01.04.1986;04.08.2006;;;;;301;4;26;101;0;999;SK042;SK0428;SK0428526096;1100;;Vývojový ústav strojov a strojárenských technológií, š.p. v likvidácii;Vývojový ústav strojov a strojárenských tech;Bartek;Ján;1;;Železničná;;591;04901;Plešivec
152617;01.05.1988;31.07.2008;;;46610;;301;4;26;101;0;999;SK031;SK031B;SK031B517402;1100;;ZVL ODBYT ŽILINA, Š. P. v likvidácii;ZVL ODBYT ŽILINA, Š. P. v likvidácii;Bartek;Ján;1;;Vysokoškolákov;;15;01036;Žilina 8
152871;01.07.1989;25.01.2017;;;68200;"56109; 10110; 56290; 56300; 11070; 46180; 47300; 47190; 46310";301;4;26;101;0;999;SK041;SK0412;SK0412520004;1110;13110;CHEMES štátny podnik Humenné v likvidácii;CHEMES štátny podnik Humenné v likvidácii;Hajduček;Peter;3;;Humenné;;;06633;Humenné
153141;01.07.1989;31.12.2500;;686832;13100;"46180; 71200; 13200; 13300; 25610; 56290; 43220; 46900; 47110; 56300; 56109; 49390; 47190; 55200";301;4;26;101;0;999;SK022;SK0229;SK0229505820;1110;13110;Texicom, bavlnárske závody  š.p. v likvidácii;Texicom, bavlnárske závody  š.p. v likvidáci;Rózsa;PhDr. Zoltán;71;53;Bratislavská;;125;91105;Trenčín 5
153222;01.01.1972;06.01.2007;;;47510;;301;4;26;101;0;999;SK032;SK0326;SK0326511218;1100;;Poľana, š.p. v likvidácii;Poľana, š.p. v likvidácii;Bartek;Ján;1;;Gemerská cesta;;1;98401;Lučenec 1
159166;01.05.1982;31.08.2001;;;85329;;331;4;63;610;0;999;SK022;SK0229;SK0229505820;1110;;Stredné odborné učilište poľnohospodárske;Stredné odborné učilište poľnohospodárske;Harakaľová;Ľubica;1;;Pri parku;;19;91106;Trenčín 6
159247;25.02.1986;31.08.2002;;;85329;;331;4;65;610;0;999;SK031;SK0318;SK0318510998;1110;;Stredné odborné učilište poľnohospodárske;Stredné odborné učilište poľnohospodárske;Maga;Jozef;1;;Sládkovičova;;62;03401;Ružomberok 1
153397;01.01.1972;17.05.2018;;;46160;;301;4;26;101;0;999;SK022;SK0225;SK0225505315;1110;13110;Nákupná a predajná organizácia, štátny podnikv likvidácii;Nákupná a predajná organizácia, štátny podni;Jakubcová;Tatiana;16;;;;;95817;Partizánske 1
153435;01.01.1972;01.06.2000;;;;;301;4;26;101;0;999;SK010;SK0101;SK0101528595;1100;;Západoslovenské tlačiarne, š.p.;Západoslovenské tlačiarne, š.p.;;;;;Cintorínska;;21;81262;Bratislava
153478;01.07.1990;20.07.2005;;;18120;"58140; 58190";301;4;26;101;0;999;SK041;SK0417;SK0417524140;1110;13110;"Duklianske tlačiarne Prešov, štátny podnik ""v likvidácii""";Duklianske tlačiarne Prešov, š.p. v likv.;Bartek;Ján;1;;Partizánska;;1;08001;Prešov 1
153508;01.05.1988;31.12.2500;;686832;68200;;301;4;26;101;0;999;SK031;SK0316;SK0316512648;1110;13110;"DREVINA, štátny podnik ""v likvidácii""";"DREVINA, štátny podnik ""v likvidácii""";Szabó;Ladislav;1;;Vrútocká;256;3;03852;Sučany
153541;01.05.1988;02.06.2007;;;16210;68200;301;4;26;101;0;999;SK042;SK0422;SK0422598186;1100;;Piloimpregna, štátny podnik v likvidácii;Piloimpregna, š.p. v likvidácii;Klein;Štefan;1;;Letná;;40;04001;Košice 1
153567;01.05.1988;31.12.2500;;686832;32910;;301;4;26;101;0;999;SK021;SK0212;SK0212503665;1110;13110;ZÁPADOSLOVENSKÉ NÁBYTKÁRSKE ZÁVODY, štátny podnik v likvidácii;ZNZ, š.p. v likvidácii;Szabó;Ladislav;1;;Šaľanská cesta;;2;92401;Galanta 1
153605;01.05.1988;31.12.2500;;686832;46730;;301;4;26;101;0;999;SK032;SK0321;SK0321508438;1110;13110;DREVONA, š.p. v likvidácii;DREVONA, š.p. v likvidácii;Olšavský;Emanuel;1;;Majerská cesta;;98;97536;Banská Bystrica 1
153729;01.05.1988;01.05.2003;;;;;331;4;26;101;0;999;SK010;SK0104;SK0104529397;1100;;Štátny drevársky výskumný ústav;Štátny drevársky výskumný ústav;;;;;Dúbravská cesta;;4;83330;Bratislava
153788;01.01.1972;31.12.2500;;;42990;;301;4;28;101;0;999;SK021;SK0217;SK0217506745;1110;13110;Pozemné stavby Trnava, štátny podnik v likvidácii;Pozemné stavby Trnava, štátny podnik v likv.;Čerňancová;Gabriela;3;;Sladovnícka;;15;91756;Trnava
153796;01.01.1972;24.03.2003;;;;55200;301;4;26;101;0;999;SK023;SK0233;SK0233500011;1100;;Pozemné stavby Nitra, štátny podnik v likvidácii;Pozemné stavby Nitra, štátny podnik v likvid;Šüttö;Dezider;1;;Štúrova;;22;94922;Nitra 1
153818;01.04.1989;23.08.2013;;;41209;;301;4;28;101;0;999;SK032;SK0321;SK0321508438;1100;;"Pozemné stavby Banská Bystrica, štátny podnik""v likvidácii""";Pozemné stavby, š.p. v likvidácii;Rózsa;Zoltán;8;53;Skuteckého;;30;97564;Banská Bystrica 1
153834;01.01.1972;29.10.2009;;;43990;;301;4;28;101;0;999;SK031;SK031B;SK031B517402;1100;;Stredoslovenské stavby, štátny podnik v likvidácii;Stredoslovenské stavby, šp,likvidacii;Ďurčanský;Miroslav;1;;Mariánske námestie;;24;01001;Žilina 1
153851;01.01.1972;31.12.2500;;;41209;;301;4;28;101;0;10;SK042;SK0422;SK0422598151;1110;13110;Pozemné stavby š.p. v likvidácii;Pozemné stavby š.p. v likvidácii;Olšavský;Emanuel;1;;Boženy Němcovej;;32;04001;Košice 1
153869;01.01.1974;26.06.2012;;;41209;;301;4;28;101;0;999;SK041;SK0416;SK0416523381;1100;;Pozemné stavby š.p. v likvidácii;Pozemné stavby š.p. v likvidácii;Olšavský;Emanuel;1;;Levočská;;866;05880;Poprad 1
154059;01.01.1972;15.12.2003;;;;47190;301;4;28;101;0;999;SK041;SK0412;SK0412520004;1100;;Chemkostav, š.p. v likvidácii;Chemkostav, š.p. v likvidácii;Lešo;Ján;1;;Štefánikova;;18;06601;Humenné 1
154326;01.01.1972;01.04.2006;;;68200;;301;4;28;101;0;999;SK010;SK0103;SK0103529346;1100;;Závody inžinierskej a priemyslovej prefabrikácie, š.p. v likvidácii;ZIPP, š.p. v likvidácii;Halász;Peter;1;;Stará Vajnorská cesta;;16;83244;Bratislava
154377;01.01.1972;04.07.2001;;;;;301;4;26;101;0;999;SK010;SK0101;SK0101528595;1100;;Výskumný ústav inžinierskych stavieb, š.p.;Výskumný ústav inžinierskych stavieb, š.p.;Adamčík;Viliam;1;;Lamačská;;8;81714;Bratislava 11
154393;01.01.1972;04.11.2002;;;71200;;331;4;28;101;0;999;SK010;SK0102;SK0102529320;1100;;Technický a skúšobný ústav stavebný;Technický a skúšobný ústav stavebný;;;;;Studená;;3;82634;Bratislava 29
154491;01.07.1973;31.12.2500;;30416094;29200;;301;4;29;101;0;999;SK032;SK0326;SK0326511218;1110;13110;"Československé automobilové opravovne, štátny podnik Lučenec ""v likvidácii""";Československé automobilové opravovne,š.p.v;Reken;Michal;3;;Partizánska;;83;98445;Lučenec 1
154709;01.08.1978;05.07.2016;;;46750;;301;4;27;101;0;999;SK010;SK0101;SK0101528595;1100;11001;"Poľnohospodárske potreby, štátny podnik ""v konkurze""";"Poľnohospodárske potreby, š.p. ""v konkurze""";Ágner;Vojtech;3;;Hviezdoslavovo nám.;;5;84106;Bratislava 48
154806;01.01.1972;08.02.2006;;;10910;;301;4;27;101;0;999;SK022;SK0229;SK0229505820;1100;;Poľnonákup SLOVPOľ, Š. P.;Poľnonákup SLOVPOĽ,Š.P.;;;;;Hlavná;;1;91168;Trenčín 5
154822;01.05.1991;30.06.2007;;;10910;;301;4;27;101;0;999;SK032;SK0321;SK0321508438;1100;;Poľnonákup HRON, š.p. v likvidácii;Poľnonákup HRON, š.p. v likvidácii;Andrejko;Albert;1;;Kuzmányho;;5;97452;Banská Bystrica 1
154903;01.01.1974;09.10.2014;;;10910;;301;4;27;101;0;999;SK032;SK0329;SK0329514462;1100;11001;Poľnonákup RIMAVAN, Š. P.;Poľnonákup RIMAVAN, Š.P.;;;;;;;;97901;Rimavská Sobota 1
155187;01.01.1986;22.07.1998;;;1470;;301;4;27;101;0;999;SK010;SK0102;SK0102529320;1100;;Hydinársky štátny majetok, kombinát;Hydinársky štátny majetok, kombinát;;;;;Ivánska cesta;;4;82104;Bratislava 2
155195;01.01.1986;29.10.2001;;;3220;;301;4;27;101;0;999;SK010;SK0106;SK0106508233;1100;;Štátne rybárstvo, štátny podnik v likvidácii;Štátne rybárstvo, štátny podnik v likvidácii;Kovács;Jozrf;3;;Park;;5;90031;Stupava
155225;01.01.1972;08.12.2004;;;10110;;301;4;27;101;0;999;SK010;SK0103;SK0103529354;1100;;Mäsopriemysel, š.p. v likvidácii;Mäsopriemysel, š.p. v likvidácii;;;;;Na pántoch;;18;83511;Bratislava 35
155292;01.01.1986;08.02.2006;;;10810;;301;4;27;101;0;999;SK022;SK0229;SK0229506559;1100;;Považský cukrovar š. p.;Považský cukrovar š. p.;;;;;Cukrovarnícka;;;91411;N/A
155471;01.01.1972;31.12.2500;;156621;10920;;301;4;27;101;0;999;SK010;SK0102;SK0102529320;1110;13110;MRAZIARNE, š.p. v likvidácii;MRAZIARNE, š.p. v likvidácii;Trubač;Pavel;3;;Trenčianska;;53;82513;Bratislava 26
155551;01.01.1972;09.05.2001;;;11050;56290;301;4;27;101;0;999;SK021;SK0217;SK0217506745;1100;;Slovenské sladovne, š.p. - v likvidácii;Slovenské sladovne, š.p. - v likvidácii;Novanská;Alžbeta;;;Ľudová;;10;91741;Trnava 1
155926;01.01.1984;27.10.2003;;;1500;;301;4;27;101;0;999;SK021;SK0212;SK0212504017;1100;;SEMA - Semenársky majetok, štátny podnik - v likvidácii;SEMA - Semenár.majetok, š.p. - v likvidácii;Osuský;Esnest;1;;Sládkovičovo;;1207;92521;Sládkovičovo
155969;01.01.1984;30.09.1994;;;1500;;301;4;27;101;0;999;SK023;SK0236;SK0236504998;1100;;Semenársky štátny majetok, štátny podnik;Semenársky štátny majetok, štátny podnik;;;;;Bernolákova;;1546;95501;Topoľčany 1
156027;01.01.1984;09.07.2008;;;1110;;301;4;27;101;0;999;SK032;SK0329;SK0329514462;1100;;Semenársky štátny majetok,š.p. v likvidácii;Semenársky štátny majetok,š.p. v likvidácii;Novodomský;Ivan;1;;Sabova;;;97901;Rimavská Sobota 1
156426;01.01.1972;31.12.2500;"00156591; 31295029; 31794718; 36086525; 36101052; 36144819; 36165751";156621;84130;84110;321;4;27;610;21;999;SK010;SK0104;SK0104529397;1110;13110;Štátna veterinárna a potravinová správa Slovenskej republiky;Štátna veterinárna a potravinová správa SR;;;;;Botanická;;17;84213;Bratislava 4
156434;01.01.1972;31.12.2013;;;75000;;331;4;27;610;0;999;SK010;SK0104;SK0104529397;1110;;Štátny veterinárny a potravinový ústav;Štátny veterinárny a potravinový ústav;Bello PhD.;Jaroslav;5;;Botanická;;15;84252;Bratislava 4
156540;01.01.1986;30.06.2008;;;55100;;331;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;;Agroinštitút;Agroinštitút;;;;;Akademická;;4;94901;Nitra 1
156582;01.11.1975;31.12.2500;31791026;156621;71200;;321;4;27;610;25;999;SK010;SK0103;SK0103529346;1110;13110;Ústredný kontrolný a skúšobný ústav poľnohospodársky;Ústredný kontrolný a skúšobný ústav poľn.;;;;;Matúškova;;21;83316;Bratislava 37
156591;01.01.1983;07.02.2002;;;71200;;321;4;27;610;0;999;SK010;SK0101;SK0101528595;1110;;Slovenská poľnohospodárska a potravinárska inšpekcia;Slovenská poľnohospodarska a potravin. inšp.;;;;;Krížna;;52;81549;Bratislava1
156621;01.01.1972;31.12.2500;"00678678; 36061611; 31755119; 31744672; 17054419; 30415578";;84110;;321;4;27;610;25;999;SK010;SK0101;SK0101528595;1110;13110;Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky;Ministerstvo pôdohosp.a rozvoja vidieka SR;Matečná;Gabriela;1;;Dobrovičova;;12;81266;Bratislava 1
156655;12.01.1976;29.10.1999;;;;;301;4;27;101;0;999;SK032;SK0321;SK0321508438;1100;;Stredoslovenské lesy, š.p.;Stredoslovenské lesy, š.p.;Možucha;Blažej;1;;Nám. SNP;;8;97566;Banská Bystrica 1
156663;06.01.1976;29.10.1999;;;;;301;4;27;101;0;999;SK031;SK031B;SK031B517402;1100;;Severoslovenské  lesy, š.  p.;Severoslovenské  lesy, š.  p.;Beláček;Milan;3;;Štefanikovo nám.;;1;01145;Žilina 1
156752;01.01.1989;31.12.2500;00156817;;35110;"93110; 68310; 43320; 55100; 18130; 77390; 43220; 77110; 71121; 18140";301;4;18;101;24;110;SK010;SK0104;SK0104529397;1100;11001;VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK;VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK;Lazár;Ladislav;1;;Karloveská;;2;84204;Bratislava 4
156779;01.01.1986;06.01.2003;;;36009;55200;301;4;27;101;0;999;SK010;SK0102;SK0102529320;1100;;Západoslovenské vodárne a kanalizácie, š.p.;Západoslovenské vodárne a kanalizácie, š.p.;Narancsik;Alexander;1;;Trnavská;;32;82629;Bratislava 29
156787;05.10.1983;31.08.2002;;;36009;;301;4;27;101;0;999;SK032;SK0321;SK0321508438;1100;;Stredoslovenské vodárne a kanalizácie, š.p.;Stredoslovenské vodárne a kanalizácie, š.p.;Ryša;Ľubomír;1;;Partizánska cesta;;5;97523;Banská Bystrica 1
156795;01.01.1986;30.04.2003;;;36009;"68200; 56290; 45400; 46900";301;4;27;101;0;999;SK031;SK031B;SK031B517402;1100;;Severoslovenské vodárne a kanalizácie, š.p.;Severoslovenské vodárne a kanalizácie, š.p.;Kolimár;Milan;1;;Bôrická cesta;;107;01001;Žilina 1
156809;01.01.1986;15.05.2003;;;36009;;301;4;27;101;0;999;SK042;SK0422;SK0422598151;1100;;Východoslovenské vodárne a kanalizácie, štátny podnik Košice;Východoslovenské vodárne a kanalizácie š.p.;Schürger;Jozef;1;;Komenského;;50;04248;Košice 1
156817;01.01.1972;01.01.2009;;;71129;68310;301;4;18;101;0;999;SK010;SK0102;SK0102529320;1100;;HYDROCONSULT BRATISLAVA, štátny podnik;HYDROCONSULT BRATISLAVA, štátny podnik;Grundová;Ingrid;1;;Exnárova;;59;82103;Bratislava 2
156833;01.12.1985;31.12.2005;;;;;331;4;27;610;0;999;SK032;SK032B;SK032B518158;1110;;LESOPROJEKT ZVOLEN;LESOPROJEKT ZVOLEN;;;;;Sokolovská;;2;96052;Zvolen 1
